id,infinitiv,presens,preteritum,perfektum,inflId
A51630nb,sinke,sinker,sinka,sinka,P001nb
A51630nb,sinke,sinker,sinket,sinket,P010nb
A48881nb,rose,roser,roste,rost,P020nb
A48531nb,rigge,rigger,rigga,rigga,P001nb
A48531nb,rigge,rigger,rigget,rigget,P010nb
A9280nb,danske,dansker,danska,danska,P001nb
A9280nb,danske,dansker,dansket,dansket,P010nb
A32956nb,kvadrere,kvadrerer,kvadrerte,kvadrert,P020nb
A62110nb,tremulere,tremulerer,tremulerte,tremulert,P020nb
A32232nb,kro,kror,krodde,krodd,P040nb
A16444nb,forkulle,forkuller,forkulla,forkulla,P001nb
A16444nb,forkulle,forkuller,forkullet,forkullet,P010nb
A54260nb,slange,slanger,slanga,slanga,P001nb
A54260nb,slange,slanger,slanget,slanget,P010nb
A52922nb,skissere,skisserer,skisserte,skissert,P020nb
A49196nb,rustifisere,rustifiserer,rustifiserte,rustifisert,P020nb
A61113nb,tiske,tisker,tiska,tiska,P001nb
A61113nb,tiske,tisker,tisket,tisket,P010nb
A54621nb,slutte,slutter,slutta,slutta,P001nb
A54621nb,slutte,slutter,sluttet,sluttet,P010nb
A36621nb,makeskifte,makeskifter,makeskifta,makeskifta,P001nb
A36621nb,makeskifte,makeskifter,makeskiftet,makeskiftet,P010nb
A24824nb,hvine,hviner,hvinte,hvint,P020nb
A24824nb,kvine,kviner,kvinte,kvint,P020nb
A19874nb,gjennomtråle,gjennomtråler,gjennomtråla,gjennomtråla,P001nb
A19874nb,gjennomtråle,gjennomtråler,gjennomtrålet,gjennomtrålet,P010nb
A19874nb,gjennomtråle,gjennomtråler,gjennomtrålte,gjennomtrålt,P020nb
A43688nb,overmanne,overmanner,overmanna,overmanna,P001nb
A43688nb,overmanne,overmanner,overmannet,overmannet,P010nb
A47394nb,ramsalte,ramsalter,ramsalta,ramsalta,P001nb
A47394nb,ramsalte,ramsalter,ramsaltet,ramsaltet,P010nb
A17255nb,forvenne,forvenner,forvente,forvent,P021nb
A65583nb,utnevne,utnevner,utnevnte,utnevnt,P020nb
A55369nb,snøvle,snøvler,snøvla,snøvla,P001nb
A55369nb,snøvle,snøvler,snøvlet,snøvlet,P010nb
A17452nb,frakople,frakopler,frakopla,frakopla,P001nb
A17452nb,frakople,frakopler,frakoplet,frakoplet,P010nb
A17452nb,frakoble,frakobler,frakobla,frakobla,P001nb
A17452nb,frakoble,frakobler,frakoblet,frakoblet,P010nb
A55151nb,snikmyrde,snikmyrder,snikmyrda,snikmyrda,P001nb
A55151nb,snikmyrde,snikmyrder,snikmyrdet,snikmyrdet,P010nb
A51844nb,sjangle,sjangler,sjangla,sjangla,P001nb
A51844nb,sjangle,sjangler,sjanglet,sjanglet,P010nb
A22977nb,helgardere,helgarderer,helgarderte,helgardert,P020nb
A22977nb,heilgardere,heilgarderer,heilgarderte,heilgardert,P020nb
A235nb,adressere,adresserer,adresserte,adressert,P020nb
A9687nb,demilitarisere,demilitariserer,demilitariserte,demilitarisert,P020nb
A42473nb,opphøye,opphøyer,opphøya,opphøya,P001nb
A42473nb,opphøye,opphøyer,opphøyet,opphøyet,P010nb
A42473nb,opphøye,opphøyer,opphøyde,opphøyd,P030nb
A10166nb,dimme,dimmer,dimma,dimma,P002nb
A10166nb,dimme,dimmer,dimmet,dimmet,P010nb
A63327nb,tyvlåne,tyvlåner,tyvlånte,tyvlånt,P020nb
A63327nb,tjuvlåne,tjuvlåner,tjuvlånte,tjuvlånt,P020nb
A27560nb,jatte,jatter,jatta,jatta,P001nb
A27560nb,jatte,jatter,jattet,jattet,P010nb
A35449nb,live,liver,liva,liva,P001nb
A35449nb,live,liver,livet,livet,P010nb
A53479nb,skrakle,skrakler,skrakla,skrakla,P001nb
A53479nb,skrakle,skrakler,skraklet,skraklet,P010nb
A56412nb,sprøyte,sprøyter,sprøyta,sprøyta,P001nb
A56412nb,sprøyte,sprøyter,sprøytet,sprøytet,P010nb
A41087nb,normalisere,normaliserer,normaliserte,normalisert,P020nb
A22564nb,hausse,hausser,haussa,haussa,P001nb
A22564nb,hausse,hausser,hausset,hausset,P010nb
A47325nb,rake,raker,raka,raka,P001nb
A47325nb,rake,raker,raket,raket,P010nb
A60988nb,tiltenke,tiltenker,tiltenkte,tiltenkt,P020nb
A3207nb,auksjonere,auksjonerer,auksjonerte,auksjonert,P020nb
A20842nb,gremme,gremmer,gremma,gremma,P002nb
A20842nb,gremme,gremmer,gremmet,gremmet,P010nb
A20842nb,gremme,gremmer,gremte,gremt,P022nb
A100413nb,kontemplere,kontemplerer,kontemplerte,kontemplert,P020nb
A57875nb,stue,stuer,stua,stua,P001nb
A57875nb,stue,stuer,stuet,stuet,P010nb
A27120nb,involvere,involverer,involverte,involvert,P020nb
A18813nb,føye,føyer,føyet,føyet,P010nb
A18813nb,føye,føyer,føyde,føyd,P030nb
A56933nb,steinsette,steinsetter,steinsatte,steinsatt,P106nb
A51675nb,sintre,sintrer,sintra,sintra,P001nb
A51675nb,sintre,sintrer,sintret,sintret,P010nb
A11591nb,døye,døyer,døya,døya,P001nb
A11591nb,døye,døyer,døyet,døyet,P010nb
A11591nb,døye,døyer,døyde,døyd,P030nb
A15209nb,flambere,flamberer,flamberte,flambert,P020nb
A14191nb,felle,feller,felte,felt,P021nb
A6441nb,blingse,blingser,blingsa,blingsa,P001nb
A6441nb,blingse,blingser,blingset,blingset,P010nb
A56024nb,spesifisere,spesifiserer,spesifiserte,spesifisert,P020nb
A30772nb,kokre,kokrer,kokra,kokra,P001nb
A30772nb,kokre,kokrer,kokret,kokret,P010nb
A30634nb,knytte,knytter,knytta,knytta,P001nb
A30634nb,knytte,knytter,knyttet,knyttet,P010nb
A57710nb,strippe,stripper,strippa,strippa,P001nb
A57710nb,strippe,stripper,strippet,strippet,P010nb
A60810nb,tiljevne,tiljevner,tiljevna,tiljevna,P001nb
A60810nb,tiljevne,tiljevner,tiljevnet,tiljevnet,P010nb
A60810nb,tiljamne,tiljamner,tiljamna,tiljamna,P001nb
A60810nb,tiljamne,tiljamner,tiljamnet,tiljamnet,P010nb
A26147nb,inflammere,inflammerer,inflammerte,inflammert,P020nb
A3684nb,avlåse,avlåser,avlåste,avlåst,P020nb
A30589nb,knuge,knuger,knuga,knuga,P001nb
A30589nb,knuge,knuger,knuget,knuget,P010nb
A13526nb,fable,fabler,fabla,fabla,P001nb
A13526nb,fable,fabler,fablet,fablet,P010nb
A21296nb,grø,grør,grødde,grødd,P040nb
A44597nb,pensjonere,pensjonerer,pensjonerte,pensjonert,P020nb
A44977nb,pinke,pinker,pinka,pinka,P001nb
A44977nb,pinke,pinker,pinket,pinket,P010nb
A26629nb,innrullere,innrullerer,innrullerte,innrullert,P020nb
A30372nb,kløvne,kløvner,kløvna,kløvna,P001nb
A30372nb,kløvne,kløvner,kløvnet,kløvnet,P010nb
A46455nb,projisere,projiserer,projiserte,projisert,P020nb
A17271nb,forvise,forviser,forviste,forvist,P020nb
A52532nb,skare,skarer,skara,skara,P001nb
A52532nb,skare,skarer,skaret,skaret,P010nb
A30546nb,knive,kniver,kniva,kniva,P001nb
A30546nb,knive,kniver,knivet,knivet,P010nb
A53742nb,skråne,skråner,skråna,skråna,P001nb
A53742nb,skråne,skråner,skrånet,skrånet,P010nb
A53742nb,skråne,skråner,skrånte,skrånt,P020nb
A57186nb,stille,stiller,stillet,stillet,P010nb
A57186nb,stille,stiller,stilte,stilt,P021nb
A5756nb,beære,beærer,beæra,beæra,P001nb
A5756nb,beære,beærer,beæret,beæret,P010nb
A27257nb,islamisere,islamiserer,islamiserte,islamisert,P020nb
A14371nb,ferdigbehandle,ferdigbehandler,ferdigbehandla,ferdigbehandla,P001nb
A14371nb,ferdigbehandle,ferdigbehandler,ferdigbehandlet,ferdigbehandlet,P010nb
A65434nb,utkaste,utkaster,utkasta,utkasta,P001nb
A65434nb,utkaste,utkaster,utkastet,utkastet,P010nb
A46987nb,pynte,pynter,pynta,pynta,P001nb
A46987nb,pynte,pynter,pyntet,pyntet,P010nb
A20222nb,glemme,glemmer,glemte,glemt,P022nb
A20222nb,glømme,glømmer,glømte,glømt,P022nb
A44910nb,pikke,pikker,pikka,pikka,P001nb
A44910nb,pikke,pikker,pikket,pikket,P010nb
A19887nb,gjenopprette,gjenoppretter,gjenoppretta,gjenoppretta,P001nb
A19887nb,gjenopprette,gjenoppretter,gjenopprettet,gjenopprettet,P010nb
A52743nb,skildre,skildrer,skildra,skildra,P001nb
A52743nb,skildre,skildrer,skildret,skildret,P010nb
A53452nb,skotte,skotter,skotta,skotta,P001nb
A53452nb,skotte,skotter,skottet,skottet,P010nb
A32513nb,krøsse,krøsser,krøssa,krøssa,P001nb
A32513nb,krøsse,krøsser,krøsset,krøsset,P010nb
A32352nb,krumme,krummer,krumma,krumma,P002nb
A32352nb,krumme,krummer,krummet,krummet,P010nb
A65611nb,utplassere,utplasserer,utplasserte,utplassert,P020nb
A92nb,abstrahere,abstraherer,abstraherte,abstrahert,P020nb
A25846nb,illustrere,illustrerer,illustrerte,illustrert,P020nb
A2416nb,applisere,appliserer,appliserte,applisert,P020nb
A25035nb,hytte,hytter,hytta,hytta,P001nb
A25035nb,hytte,hytter,hyttet,hyttet,P010nb
A67677nb,ventilere,ventilerer,ventilerte,ventilert,P020nb
A5653nb,betle,betler,betla,betla,P001nb
A5653nb,betle,betler,betlet,betlet,P010nb
A54582nb,slumre,slumrer,slumra,slumra,P001nb
A54582nb,slumre,slumrer,slumret,slumret,P010nb
A53671nb,skrubbe,skrubber,skrubba,skrubba,P001nb
A53671nb,skrubbe,skrubber,skrubbet,skrubbet,P010nb
A56869nb,stede,steder,stedte,stedt,P020nb
A46528nb,proponere,proponerer,proponerte,proponert,P020nb
A49455nb,røyte,røyter,røyta,røyta,P001nb
A49455nb,røyte,røyter,røytet,røytet,P010nb
A51421nb,sikkerhetsklarere,sikkerhetsklarerer,sikkerhetsklarerte,sikkerhetsklarert,P020nb
A18888nb,gale,galer,galte,galt,P020nb
A59587nb,takke,takker,takka,takka,P001nb
A59587nb,takke,takker,takket,takket,P010nb
A31699nb,korse,korser,korsa,korsa,P001nb
A31699nb,korse,korser,korset,korset,P010nb
A52434nb,skalle,skaller,skalla,skalla,P001nb
A52434nb,skalle,skaller,skallet,skallet,P010nb
A30339nb,klø,klør,klødde,klødd,P040nb
A60833nb,tillage,tillager,tillaga,tillaga,P001nb
A60833nb,tillage,tillager,tillaget,tillaget,P010nb
A60833nb,tillage,tillager,tillagde,tillagd,P030nb
A57508nb,straffedømme,straffedømmer,straffedømte,straffedømt,P022nb
A60969nb,tilså,tilsår,tilsådde,tilsådd,P040nb
A62997nb,tusjere,tusjerer,tusjerte,tusjert,P020nb
A13341nb,etterslokke,etterslokker,etterslokka,etterslokka,P001nb
A13341nb,etterslokke,etterslokker,etterslokket,etterslokket,P010nb
A13341nb,etterslokke,etterslokker,etterslokte,etterslokt,P021nb
A13341nb,etterslukke,etterslukker,etterslukka,etterslukka,P001nb
A13341nb,etterslukke,etterslukker,etterslukket,etterslukket,P010nb
A13341nb,etterslukke,etterslukker,etterslukte,etterslukt,P021nb
A17252nb,forveksle,forveksler,forveksla,forveksla,P001nb
A17252nb,forveksle,forveksler,forvekslet,forvekslet,P010nb
A21606nb,gummiere,gummierer,gummierte,gummiert,P020nb
A20574nb,gove,gover,gova,gova,P001nb
A20574nb,gove,gover,govet,govet,P010nb
A58241nb,suffigere,suffigerer,suffigerte,suffigert,P020nb
A64412nb,understøtte,understøtter,understøtta,understøtta,P001nb
A64412nb,understøtte,understøtter,understøttet,understøttet,P010nb
A53143nb,skjønne,skjønner,skjønte,skjønt,P021nb
A56099nb,spinke,spinker,spinka,spinka,P001nb
A56099nb,spinke,spinker,spinket,spinket,P010nb
A53784nb,skufle,skufler,skufla,skufla,P001nb
A53784nb,skufle,skufler,skuflet,skuflet,P010nb
A54833nb,smiske,smisker,smiska,smiska,P001nb
A54833nb,smiske,smisker,smisket,smisket,P010nb
A53746nb,skråsette,skråsetter,skråsatte,skråsatt,P106nb
A44638nb,perfeksjonere,perfeksjonerer,perfeksjonerte,perfeksjonert,P020nb
A3859nb,avspise,avspiser,avspiste,avspist,P020nb
A6538nb,blokkere,blokkerer,blokkerte,blokkert,P020nb
A47347nb,rakne,rakner,rakna,rakna,P001nb
A47347nb,rakne,rakner,raknet,raknet,P010nb
A70839nb,pierce,piercer,pierca,pierca,P001nb
A70839nb,pierce,piercer,piercet,piercet,P010nb
A70839nb,pirse,pirser,pirsa,pirsa,P001nb
A70839nb,pirse,pirser,pirset,pirset,P010nb
A13125nb,eskamotere,eskamoterer,eskamoterte,eskamotert,P020nb
A16926nb,forspenne,forspenner,forspente,forspent,P021nb
A9842nb,designe,designer,designa,designa,P001nb
A9842nb,designe,designer,designet,designet,P010nb
A13808nb,fangste,fangster,fangsta,fangsta,P001nb
A13808nb,fangste,fangster,fangstet,fangstet,P010nb
A48499nb,ribbe,ribber,ribba,ribba,P001nb
A48499nb,ribbe,ribber,ribbet,ribbet,P010nb
A37346nb,mate,mater,mata,mata,P001nb
A37346nb,mate,mater,matet,matet,P010nb
A5212nb,beløpe,beløper,beløp,beløpt,P050nb
A5212nb,beløpe,beløper,beløp,beløpet,P051nb
A57974nb,stylte,stylter,stylta,stylta,P001nb
A57974nb,stylte,stylter,styltet,styltet,P010nb
A57974nb,styltre,styltrer,styltra,styltra,P001nb
A57974nb,styltre,styltrer,styltret,styltret,P010nb
A64107nb,ulke,ulker,ulka,ulka,P001nb
A64107nb,ulke,ulker,ulket,ulket,P010nb
A59457nb,sålde,sålder,sålda,sålda,P001nb
A59457nb,sålde,sålder,såldet,såldet,P010nb
A30542nb,knitre,knitrer,knitra,knitra,P001nb
A30542nb,knitre,knitrer,knitret,knitret,P010nb
A49075nb,rulte,rulter,rulta,rulta,P001nb
A49075nb,rulte,rulter,rultet,rultet,P010nb
A56730nb,stase,staser,stasa,stasa,P001nb
A56730nb,stase,staser,staset,staset,P010nb
A56730nb,stase,staser,staste,stast,P020nb
A29917nb,klapse,klapser,klapsa,klapsa,P001nb
A29917nb,klapse,klapser,klapset,klapset,P010nb
A66614nb,vanvørde,vanvørder,vanvørdte,vanvørdt,P020nb
A66614nb,vanvøre,vanvører,vanvørte,vanvørt,P020nb
A22504nb,hasple,haspler,haspla,haspla,P001nb
A22504nb,hasple,haspler,hasplet,hasplet,P010nb
A42403nb,oppfatte,oppfatter,oppfatta,oppfatta,P001nb
A42403nb,oppfatte,oppfatter,oppfattet,oppfattet,P010nb
A47106nb,påpeke,påpeker,påpekte,påpekt,P020nb
A60279nb,temperere,tempererer,tempererte,temperert,P020nb
A65473nb,utkommandere,utkommanderer,utkommanderte,utkommandert,P020nb
A14992nb,fjamse,fjamser,fjamsa,fjamsa,P001nb
A14992nb,fjamse,fjamser,fjamset,fjamset,P010nb
A41295nb,nyansere,nyanserer,nyanserte,nyansert,P020nb
A4872nb,bedåre,bedårer,bedåra,bedåra,P001nb
A4872nb,bedåre,bedårer,bedåret,bedåret,P010nb
A31061nb,komplimentere,komplimenterer,komplimenterte,komplimentert,P020nb
A53665nb,skru,skrur,skrudde,skrudd,P040nb
A16746nb,forrette,forretter,forretta,forretta,P001nb
A16746nb,forrette,forretter,forrettet,forrettet,P010nb
A23230nb,henlegge,henlegger,henla,henlagt,P104nb
A7927nb,bråbremse,bråbremser,bråbremsa,bråbremsa,P001nb
A7927nb,bråbremse,bråbremser,bråbremset,bråbremset,P010nb
A58492nb,susle,susler,susla,susla,P001nb
A58492nb,susle,susler,suslet,suslet,P010nb
A26433nb,innforlive,innforliver,innforliva,innforliva,P001nb
A26433nb,innforlive,innforliver,innforlivet,innforlivet,P010nb
A44729nb,permutere,permuterer,permuterte,permutert,P020nb
A66003nb,utøse,utøser,utøste,utøst,P020nb
A66003nb,utause,utauser,utauste,utaust,P020nb
A5600nb,besøke,besøker,besøkte,besøkt,P020nb
A54977nb,småløpe,småløper,småløp,småløpt,P050nb
A54977nb,småløpe,småløper,småløp,småløpet,P051nb
A9957nb,devaluere,devaluerer,devaluerte,devaluert,P020nb
A39472nb,mumisere,mumiserer,mumiserte,mumisert,P020nb
A14901nb,fisjonere,fisjonerer,fisjonerte,fisjonert,P020nb
A49048nb,rukke,rukker,rukka,rukka,P001nb
A49048nb,rukke,rukker,rukket,rukket,P010nb
A5448nb,besifre,besifrer,besifra,besifra,P001nb
A5448nb,besifre,besifrer,besifret,besifret,P010nb
A57592nb,streike,streiker,streika,streika,P001nb
A57592nb,streike,streiker,streiket,streiket,P010nb
A3125nb,attachere,attacherer,attacherte,attachert,P020nb
A38907nb,molde,molder,molda,molda,P001nb
A38907nb,molde,molder,moldet,moldet,P010nb
A38907nb,mulde,mulder,mulda,mulda,P001nb
A38907nb,mulde,mulder,muldet,muldet,P010nb
A51967nb,sjogse,sjogser,sjogsa,sjogsa,P001nb
A51967nb,sjogse,sjogser,sjogset,sjogset,P010nb
A4815nb,bebyrde,bebyrder,bebyrda,bebyrda,P001nb
A4815nb,bebyrde,bebyrder,bebyrdet,bebyrdet,P010nb
A39430nb,mule,muler,multe,mult,P020nb
A13975nb,fasettere,fasetterer,fasetterte,fasettert,P020nb
A34857nb,lense,lenser,lensa,lensa,P001nb
A34857nb,lense,lenser,lenset,lenset,P010nb
A56408nb,sprøsteke,sprøsteker,sprøstekte,sprøstekt,P020nb
A56408nb,sprøsteike,sprøsteiker,sprøsteikte,sprøsteikt,P020nb
A54745nb,smeike,smeiker,smeikte,smeikt,P020nb
A57740nb,strupe,struper,strupte,strupt,P020nb
A18421nb,furasjere,furasjerer,furasjerte,furasjert,P020nb
A60691nb,tilbakeføre,tilbakefører,tilbakeførte,tilbakeført,P020nb
A53537nb,skreddersy,skreddersyr,skreddersydde,skreddersydd,P040nb
A55335nb,snøre,snører,snørte,snørt,P020nb
A45297nb,pludre,pludrer,pludra,pludra,P001nb
A45297nb,pludre,pludrer,pludret,pludret,P010nb
A18703nb,føne,føner,føna,føna,P001nb
A18703nb,føne,føner,fønet,fønet,P010nb
A18703nb,føne,føner,fønte,fønt,P020nb
A65677nb,utruste,utruster,utrusta,utrusta,P001nb
A65677nb,utruste,utruster,utrustet,utrustet,P010nb
A10351nb,distrahere,distraherer,distraherte,distrahert,P020nb
A30342nb,kløfte,kløfter,kløfta,kløfta,P001nb
A30342nb,kløfte,kløfter,kløftet,kløftet,P010nb
A46876nb,pumpebremse,pumpebremser,pumpebremsa,pumpebremsa,P001nb
A46876nb,pumpebremse,pumpebremser,pumpebremset,pumpebremset,P010nb
A34922nb,leske,lesker,leska,leska,P001nb
A34922nb,leske,lesker,lesket,lesket,P010nb
A3855nb,avsperre,avsperrer,avsperra,avsperra,P001nb
A3855nb,avsperre,avsperrer,avsperret,avsperret,P010nb
A56544nb,stabbe,stabber,stabba,stabba,P001nb
A56544nb,stabbe,stabber,stabbet,stabbet,P010nb
A48854nb,romstere,romsterer,romsterte,romstert,P020nb
A44189nb,parere,parerer,parerte,parert,P020nb
A58114nb,støvsuge,støvsuger,støvsuga,støvsuga,P001nb
A58114nb,støvsuge,støvsuger,støvsuget,støvsuget,P010nb
A58114nb,støvsuge,støvsuger,støvsugde,støvsugd,P030nb
A456nb,akkommodere,akkommoderer,akkommoderte,akkommodert,P020nb
A10388nb,divergere,divergerer,divergerte,divergert,P020nb
A57235nb,stimrense,stimrenser,stimrensa,stimrensa,P001nb
A57235nb,stimrense,stimrenser,stimrenset,stimrenset,P010nb
A46831nb,pugge,pugger,pugga,pugga,P001nb
A46831nb,pugge,pugger,pugget,pugget,P010nb
A7349nb,bre,brer,bredde,bredd,P040nb
A14718nb,fingere,fingerer,fingerte,fingert,P020nb
A31956nb,krase,kraser,krasa,krasa,P001nb
A31956nb,krase,kraser,kraset,kraset,P010nb
A31956nb,krase,kraser,kraste,krast,P020nb
A51480nb,silblø,silblør,silblødde,silblødd,P040nb
A47727nb,reduplisere,redupliserer,redupliserte,reduplisert,P020nb
A29867nb,klage,klager,klaga,klaga,P001nb
A29867nb,klage,klager,klaget,klaget,P010nb
A29867nb,klage,klager,klagde,klagd,P030nb
A19884nb,gjenopplive,gjenoppliver,gjenoppliva,gjenoppliva,P001nb
A19884nb,gjenopplive,gjenoppliver,gjenopplivet,gjenopplivet,P010nb
A20959nb,grime,grimer,grima,grima,P001nb
A20959nb,grime,grimer,grimet,grimet,P010nb
A65631nb,utpønse,utpønser,utpønsa,utpønsa,P001nb
A65631nb,utpønse,utpønser,utpønset,utpønset,P010nb
A10299nb,dispasjere,dispasjerer,dispasjerte,dispasjert,P020nb
A12529nb,emigrere,emigrerer,emigrerte,emigrert,P020nb
A42414nb,oppfordre,oppfordrer,oppfordra,oppfordra,P001nb
A42414nb,oppfordre,oppfordrer,oppfordret,oppfordret,P010nb
A46796nb,ptrotte,ptrotter,ptrotta,ptrotta,P001nb
A46796nb,ptrotte,ptrotter,ptrottet,ptrottet,P010nb
A46796nb,protte,protter,protta,protta,P001nb
A46796nb,protte,protter,prottet,prottet,P010nb
A23283nb,heppe,hepper,heppa,heppa,P001nb
A23283nb,heppe,hepper,heppet,heppet,P010nb
A16033nb,forbytte,forbytter,forbytta,forbytta,P001nb
A16033nb,forbytte,forbytter,forbyttet,forbyttet,P010nb
A19880nb,gjenoppdage,gjenoppdager,gjenoppdaga,gjenoppdaga,P001nb
A19880nb,gjenoppdage,gjenoppdager,gjenoppdaget,gjenoppdaget,P010nb
A37686nb,mekanisere,mekaniserer,mekaniserte,mekanisert,P020nb
A27734nb,jobbe,jobber,jobba,jobba,P001nb
A27734nb,jobbe,jobber,jobbet,jobbet,P010nb
A68666nb,virke,virker,virka,virka,P001nb
A68666nb,virke,virker,virket,virket,P010nb
A3734nb,avruse,avruser,avrusa,avrusa,P001nb
A3734nb,avruse,avruser,avruset,avruset,P010nb
A49137nb,runge,runger,runga,runga,P001nb
A49137nb,runge,runger,runget,runget,P010nb
A45355nb,pløye,pløyer,pløyde,pløyd,P030nb
A7942nb,bråne,bråner,bråna,bråna,P001nb
A7942nb,bråne,bråner,brånet,brånet,P010nb
A7942nb,bråne,bråner,brånte,brånt,P020nb
A16335nb,forherlige,forherliger,forherliga,forherliga,P001nb
A16335nb,forherlige,forherliger,forherliget,forherliget,P010nb
A49158nb,rushe,rusher,rusha,rusha,P001nb
A49158nb,rushe,rusher,rushet,rushet,P010nb
A5313nb,beplante,beplanter,beplanta,beplanta,P001nb
A5313nb,beplante,beplanter,beplantet,beplantet,P010nb
A63933nb,ugreie,ugreier,ugreide,ugreid,P030nb
A4705nb,baske,basker,baska,baska,P001nb
A4705nb,baske,basker,basket,basket,P010nb
A30054nb,kleppe,klepper,kleppa,kleppa,P001nb
A30054nb,kleppe,klepper,kleppet,kleppet,P010nb
A47529nb,raspe,rasper,raspa,raspa,P001nb
A47529nb,raspe,rasper,raspet,raspet,P010nb
A16480nb,forlike,forliker,forlikte,forlikt,P020nb
A65502nb,utleie,utleier,utleide,utleid,P030nb
A3148nb,attestere,attesterer,attesterte,attestert,P020nb
A16552nb,forme,former,forma,forma,P001nb
A16552nb,forme,former,formet,formet,P010nb
A42091nb,omfatte,omfatter,omfatta,omfatta,P001nb
A42091nb,omfatte,omfatter,omfattet,omfattet,P010nb
A47655nb,reassurere,reassurerer,reassurerte,reassurert,P020nb
A15228nb,flane,flaner,flana,flana,P001nb
A15228nb,flane,flaner,flanet,flanet,P010nb
A15228nb,flane,flaner,flante,flant,P020nb
A9168nb,dale,daler,dalte,dalt,P020nb
A66670nb,varetektsfengsle,varetektsfengsler,varetektsfengsla,varetektsfengsla,P001nb
A66670nb,varetektsfengsle,varetektsfengsler,varetektsfengslet,varetektsfengslet,P010nb
A24633nb,husbankfinansiere,husbankfinansierer,husbankfinansierte,husbankfinansiert,P020nb
A64344nb,underlegge,underlegger,underla,underlagt,P104nb
A54650nb,sløre,slører,sløra,sløra,P001nb
A54650nb,sløre,slører,sløret,sløret,P010nb
A54650nb,sløre,slører,slørte,slørt,P020nb
A19847nb,gjennomprøve,gjennomprøver,gjennomprøvde,gjennomprøvd,P030nb
A29061nb,kausjonere,kausjonerer,kausjonerte,kausjonert,P020nb
A45983nb,preludere,preluderer,preluderte,preludert,P020nb
A42684nb,økonomisere,økonomiserer,økonomiserte,økonomisert,P020nb
A42213nb,omslynge,omslynger,omslynga,omslynga,P001nb
A42213nb,omslynge,omslynger,omslynget,omslynget,P010nb
A42213nb,omslynge,omslynger,omslyngte,omslyngt,P020nb
A18885nb,galdre,galdrer,galdra,galdra,P001nb
A18885nb,galdre,galdrer,galdret,galdret,P010nb
A14127nb,feile,feiler,feila,feila,P001nb
A14127nb,feile,feiler,feilet,feilet,P010nb
A14127nb,feile,feiler,feilte,feilt,P020nb
A45905nb,prange,pranger,pranga,pranga,P001nb
A45905nb,prange,pranger,pranget,pranget,P010nb
A58434nb,supprimere,supprimerer,supprimerte,supprimert,P020nb
A50487nb,seksdoble,seksdobler,seksdobla,seksdobla,P001nb
A50487nb,seksdoble,seksdobler,seksdoblet,seksdoblet,P010nb
A34769nb,lekre,lekrer,lekra,lekra,P001nb
A34769nb,lekre,lekrer,lekret,lekret,P010nb
A64463nb,undre,undrer,undra,undra,P001nb
A64463nb,undre,undrer,undret,undret,P010nb
A3114nb,atskille,atskiller,atskilte,atskilt,P021nb
A3114nb,adskille,adskiller,adskilte,adskilt,P021nb
A40047nb,måte,måter,måta,måta,P001nb
A40047nb,måte,måter,måtet,måtet,P010nb
A16982nb,forstyrre,forstyrrer,forstyrra,forstyrra,P001nb
A16982nb,forstyrre,forstyrrer,forstyrret,forstyrret,P010nb
A30177nb,kloakkere,kloakkerer,kloakkerte,kloakkert,P020nb
A10581nb,domfelle,domfeller,domfelte,domfelt,P021nb
